"","x"
"8137","11"
"8138","6"
"8139","3"
"8140","6"
"8141","1"
"8142","10"
"8143","9"
"8144","0"
"8145","8"
"8146","10"
"8147","10"
"8148","14"
"8149","9"
"8150","2"
"8151","3"
"8152","0"
"8153","8"
"8154","0"
"8155","4"
"8156","17"
"8157","0"
"8158","1"
"8159","3"
"8160","2"
"8161","0"
"8162","1"
"8163","10"
"8164","5"
"8165","0"
"8166","4"
"8167","0"
"8168","0"
"8169","2"
"8170","1"
"8171","0"
"8172","11"
"8173","7"
"8174","4"
"8175","5"
"8176","2"
"8177","7"
"8178","13"
"8179","7"
"8180","1"
"8181","6"
"8182","0"
"8183","1"
"8184","3"
"8185","3"
"8186","2"
"8187","4"
"8188","1"
"8189","1"
"8190","3"
"8191","12"
"8192","4"
"8193","5"
"8194","5"
"8195","4"
"8196","4"
"8197","5"
"8198","0"
"8199","13"
"8200","2"
"8201","8"
"8202","3"
"8203","16"
"8204","10"
"8205","5"
"8206","0"
"8207","1"
"8208","8"
"8209","17"
"8210","8"
"8211","1"
"8212","1"
"8213","15"
"8214","7"
"8215","1"
"8216","9"
"8217","1"
"8218","17"
"8219","3"
"8220","5"
"8221","2"
"8222","2"
"8223","0"
"8224","15"
"8225","4"
"8226","14"
"8227","16"
"8228","1"
"8229","2"
"8230","4"
"8231","8"
"8232","6"
"8233","7"
"8234","0"
"8235","5"
"8236","4"
"8237","0"
"8238","4"
"8239","0"
"8240","3"
"8241","1"
"8242","3"
"8243","13"
"8244","1"
"8245","11"
"8246","2"
"8247","0"
"8248","0"
"8249","6"
"8250","2"
"8251","8"
"8252","8"
"8253","1"
"8254","3"
"8255","2"
"8256","2"
"8257","8"
"8258","14"
"8259","0"
"8260","6"
"8261","7"
"8262","2"
"8263","0"
"8264","11"
"8265","0"
"8266","1"
"8267","11"
"8268","3"
"8269","9"
"8270","0"
"8271","2"
"8272","9"
"8273","11"
"8274","1"
"8275","10"
"8276","8"
"8277","5"
"8278","15"
"8279","1"
"8280","16"
"8281","7"
"8282","15"
"8283","18"
"8284","4"
"8285","10"
"8286","1"
"8287","5"
"8288","0"
"8289","6"
"8290","0"
"8291","10"
"8292","9"
"8293","0"
"8294","8"
"8295","9"
"8296","12"
"8297","9"
"8298","0"
"8299","11"
"8300","1"
"8301","0"
"8302","2"
"8303","0"
"8304","2"
"8305","10"
"8306","12"
"8307","4"
"8308","6"
"8309","0"
"8310","11"
"8311","10"
"8312","1"
"8313","7"
"8314","10"
"8315","7"
"8316","9"
"8317","15"
"8318","3"
"8319","4"
"8320","14"
"8321","7"
"8322","2"
"8323","14"
"8324","9"
"8325","1"
"8326","11"
"8327","6"
"8328","10"
"8329","11"
"8330","4"
"8331","6"
"8332","7"
"8333","3"
"8334","1"
"8335","13"
"8336","19"
"8337","1"
"8338","1"
"8339","7"
"8340","1"
"8341","5"
"8342","2"
"8343","4"
"8344","0"
"8345","12"
"8346","1"
"8347","10"
"8348","5"
"8349","5"
"8350","5"
"8351","9"
"8352","17"
"8353","6"
"8354","8"
"8355","0"
"8356","0"
"8357","7"
"8358","0"
"8359","9"
"8360","8"
"8361","1"
"8362","0"
"8363","4"
"8364","0"
"8365","7"
"8366","4"
"8367","4"
"8368","4"
"8369","9"
"8370","5"
"8371","6"
"8372","1"
"8373","3"
"8374","5"
"8375","0"
"8376","7"
"8377","8"
"8378","3"
"8379","15"
"8380","0"
"8381","3"
"8382","7"
"8383","2"
"8384","8"
"8385","4"
"8386","17"
"8387","8"
"8388","1"
"8389","3"
"8390","0"
"8391","14"
"8392","18"
"8393","7"
"8394","2"
"8395","4"
"8396","7"
"8397","4"
"8398","0"
"8399","0"
"8400","0"
"8401","1"
"8402","4"
"8403","1"
"8404","0"
"8405","1"
"8406","3"
"8407","3"
"8408","6"
"8409","4"
"8410","6"
"8411","0"
"8412","9"
"8413","6"
"8414","2"
"8415","19"
"8416","4"
"8417","15"
"8418","0"
"8419","1"
"8420","10"
"8421","4"
"8422","0"
"8423","4"
"8424","10"
"8425","8"
"8426","9"
"8427","10"
"8428","7"
"8429","0"
"8430","1"
"8431","2"
"8432","10"
"8433","12"
"8434","16"
"8435","3"
"8436","12"
"8437","18"
"8438","9"
"8439","6"
"8440","0"
"8441","9"
"8442","7"
"8443","11"
"8444","6"
"8445","1"
"8446","2"
"8447","8"
"8448","4"
"8449","4"
"8450","1"
"8451","14"
"8452","1"
"8453","6"
"8454","11"
"8455","13"
"8456","9"
"8457","1"
"8458","15"
"8459","0"
"8460","4"
"8461","14"
"8462","5"
"8463","0"
"8464","12"
"8465","5"
"8466","10"
"8467","7"
"8468","2"
"8469","14"
"8470","17"
"8471","2"
"8472","8"
"8473","15"
"8474","13"
"8475","5"
"8476","3"
"8477","5"
"8478","11"
"8479","10"
"8480","12"
"8481","16"
"8482","0"
"8483","0"
"8484","2"
"8485","6"
"8486","7"
"8487","0"
"8488","9"
"8489","17"
"8490","10"
"8491","4"
"8492","14"
"8493","0"
"8494","2"
"8495","10"
"8496","3"
"8497","9"
"8498","1"
"8499","4"
"8500","0"
"8501","15"
"8502","10"
"8503","5"
"8504","0"
"8505","2"
"8506","10"
"8507","2"
"8508","4"
"8509","2"
"8510","4"
"8511","4"
"8512","1"
"8513","12"
"8514","8"
"8515","19"
"8516","2"
"8517","5"
"8518","2"
"8519","2"
"8520","3"
"8521","5"
"8522","0"
"8523","3"
"8524","1"
"8525","0"
"8526","6"
"8527","9"
"8528","10"
"8529","14"
"8530","8"
"8531","1"
"8532","1"
"8533","11"
"8534","5"
"8535","1"
"8536","3"
"8537","17"
"8538","3"
"8539","7"
"8540","2"
"8541","1"
"8542","1"
"8543","11"
"8544","3"
"8545","2"
"8546","1"
"8547","9"
"8548","12"
"8549","0"
"8550","11"
"8551","19"
"8552","8"
"8553","2"
"8554","14"
"8555","0"
"8556","8"
"8557","1"
"8558","5"
"8559","3"
"8560","0"
"8561","9"
"8562","3"
"8563","8"
"8564","12"
"8565","8"
"8566","4"
"8567","0"
"8568","8"
"8569","2"
"8570","1"
"8571","4"
"8572","10"
"8573","0"
"8574","4"
"8575","2"
"8576","5"
"8577","7"
"8578","10"
"8579","1"
"8580","1"
"8581","5"
"8582","17"
"8583","16"
"8584","14"
"8585","17"
"8586","3"
"8587","13"
"8588","14"
"8589","10"
"8590","10"
"8591","4"
"8592","0"
"8593","14"
"8594","1"
"8595","14"
"8596","5"
"8597","6"
"8598","9"
"8599","7"
"8600","2"
"8601","1"
"8602","17"
"8603","6"
"8604","2"
"8605","1"
"8606","1"
"8607","4"
"8608","6"
"8609","14"
"8610","1"
"8611","1"
"8612","0"
"8613","16"
"8614","4"
"8615","7"
"8616","15"
"8617","0"
"8618","1"
"8619","0"
"8620","7"
"8621","5"
"8622","0"
"8623","4"
"8624","3"
"8625","6"
"8626","12"
"8627","3"
"8628","4"
"8629","2"
"8630","14"
"8631","0"
"8632","4"
"8633","1"
"8634","7"
"8635","0"
"8636","5"
"8637","0"
"8638","0"
"8639","6"
"8640","0"
"8641","7"
"8642","0"
"8643","3"
"8644","8"
"8645","5"
"8646","13"
"8647","3"
"8648","8"
"8649","5"
"8650","9"
"8651","0"
"8652","4"
"8653","11"
"8654","0"
"8655","4"
"8656","10"
"8657","0"
"8658","6"
"8659","12"
"8660","17"
"8661","0"
"8662","9"
"8663","3"
"8664","4"
"8665","1"
"8666","4"
"8667","0"
"8668","5"
"8669","6"
"8670","11"
"8671","16"
"8672","0"
"8673","1"
"8674","4"
"8675","2"
"8676","3"
"8677","1"
"8678","8"
"8679","6"
"8680","0"
"8681","7"
"8682","9"
"8683","6"
"8684","0"
"8685","5"
"8686","6"
"8687","5"
"8688","0"
"8689","15"
"8690","15"
"8691","2"
"8692","0"
"8693","5"
"8694","1"
"8695","15"
"8696","1"
"8697","3"
"8698","2"
"8699","9"
"8700","17"
"8701","4"
"8702","3"
"8703","12"
"8704","5"
"8705","5"
"8706","6"
"8707","0"
"8708","0"
"8709","2"
"8710","0"
"8711","0"
"8712","8"
"8713","0"
"8714","1"
"8715","10"
"8716","2"
"8717","1"
"8718","11"
"8719","13"
"8720","2"
"8721","5"
"8722","3"
"8723","1"
"8724","2"
"8725","9"
"8726","1"
"8727","0"
"8728","14"
"8729","0"
"8730","7"
"8731","12"
"8732","5"
"8733","0"
"8734","15"
"8735","2"
"8736","17"
"8737","0"
"8738","2"
"8739","9"
"8740","0"
"8741","14"
"8742","0"
"8743","7"
"8744","7"
"8745","9"
"8746","15"
"8747","0"
"8748","6"
"8749","16"
"8750","1"
"8751","16"
"8752","1"
"8753","6"
"8754","11"
"8755","1"
"8756","3"
"8757","9"
"8758","9"
"8759","10"
"8760","7"
"8761","2"
"8762","8"
"8763","1"
"8764","9"
"8765","7"
"8766","4"
"8767","0"
"8768","1"
"8769","7"
"8770","9"
"8771","12"
"8772","4"
"8773","14"
"8774","3"
"8775","2"
"8776","1"
"8777","1"
"8778","0"
"8779","6"
"8780","1"
"8781","9"
"8782","8"
"8783","0"
"8784","2"
"8785","16"
"8786","11"
"8787","2"
"8788","16"
"8789","5"
"8790","6"
"8791","0"
"8792","11"
"8793","9"
"8794","5"
"8795","10"
"8796","4"
"8797","10"
"8798","7"
"8799","17"
"8800","3"
"8801","3"
"8802","0"
"8803","0"
"8804","0"
"8805","8"
"8806","6"
"8807","1"
"8808","6"
"8809","1"
"8810","4"
"8811","4"
"8812","3"
"8813","12"
"8814","3"
"8815","3"
"8816","5"
"8817","2"
"8818","8"
"8819","1"
"8820","0"
"8821","13"
"8822","0"
"8823","1"
"8824","2"
"8825","12"
"8826","13"
"8827","0"
"8828","0"
"8829","8"
"8830","10"
"8831","4"
"8832","4"
"8833","5"
"8834","14"
"8835","11"
"8836","10"
"8837","9"
"8838","0"
"8839","8"
"8840","12"
"8841","0"
"8842","2"
"8843","9"
"8844","13"
"8845","6"
"8846","4"
"8847","2"
"8848","4"
"8849","12"
"8850","8"
"8851","8"
"8852","6"
"8853","13"
"8854","8"
"8855","11"
"8856","8"
"8857","3"
"8858","1"
"8859","1"
"8860","5"
"8861","0"
"8862","11"
"8863","7"
"8864","13"
"8865","0"
"8866","11"
"8867","8"
"8868","3"
"8869","8"
"8870","0"
"8871","1"
"8872","1"
"8873","0"
"8874","6"
"8875","1"
"8876","2"
"8877","4"
"8878","11"
"8879","13"
"8880","10"
"8881","3"
"8882","5"
"8883","0"
"8884","5"
"8885","8"
"8886","2"
"8887","10"
"8888","10"
"8889","1"
"8890","12"
"8891","0"
"8892","3"
"8893","1"
"8894","0"
"8895","0"
"8896","1"
"8897","7"
"8898","1"
"8899","1"
"8900","0"
"8901","5"
"8902","16"
"8903","5"
"8904","10"
"8905","5"
"8906","1"
"8907","14"
"8908","9"
"8909","18"
"8910","0"
"8911","15"
"8912","1"
"8913","2"
"8914","9"
"8915","1"
"8916","9"
"8917","7"
"8918","12"
"8919","1"
"8920","1"
"8921","10"
"8922","6"
"8923","2"
"8924","16"
"8925","0"
"8926","1"
"8927","13"
"8928","11"
"8929","3"
"8930","2"
"8931","13"
"8932","5"
"8933","3"
"8934","0"
"8935","2"
"8936","10"
"8937","0"
"8938","3"
"8939","0"
"8940","0"
"8941","16"
"8942","1"
"8943","1"
"8944","0"
"8945","0"
"8946","5"
"8947","6"
"8948","2"
"8949","5"
"8950","1"
"8951","2"
"8952","2"
"8953","8"
"8954","3"
"8955","0"
"8956","2"
"8957","5"
"8958","5"
"8959","6"
"8960","4"
"8961","0"
"8962","5"
"8963","3"
"8964","18"
"8965","9"
"8966","3"
"8967","2"
"8968","4"
"8969","0"
"8970","0"
"8971","1"
"8972","1"
"8973","10"
"8974","5"
"8975","3"
"8976","4"
"8977","1"
"8978","1"
"8979","3"
"8980","13"
"8981","2"
"8982","10"
"8983","3"
"8984","9"
"8985","2"
"8986","13"
"8987","1"
"8988","4"
"8989","15"
"8990","15"
"8991","1"
"8992","2"
"8993","12"
"8994","4"
"8995","1"
"8996","3"
"8997","11"
"8998","10"
"8999","1"
"9000","3"
"9001","1"
"9002","3"
"9003","17"
"9004","16"
"9005","3"
"9006","3"
"9007","1"
"9008","5"
"9009","1"
"9010","0"
"9011","14"
"9012","0"
"9013","3"
"9014","0"
"9015","8"
"9016","19"
"9017","4"
"9018","12"
"9019","3"
"9020","4"
"9021","7"
"9022","16"
"9023","0"
"9024","3"
"9025","13"
"9026","2"
"9027","12"
"9028","7"
"9029","0"
"9030","10"
"9031","1"
"9032","11"
"9033","4"
"9034","2"
"9035","8"
"9036","0"
"9037","8"
"9038","5"
"9039","10"
"9040","1"
"9041","3"
"9042","1"
"9043","1"
"9044","8"
"9045","12"
"9046","12"
"9047","1"
"9048","6"
"9049","4"
"9050","13"
"9051","0"
"9052","11"
"9053","3"
"9054","0"
"9055","3"
"9056","3"
"9057","8"
"9058","13"
"9059","13"
"9060","10"
"9061","9"
"9062","1"
"9063","3"
"9064","12"
"9065","12"
"9066","11"
"9067","0"
"9068","0"
"9069","2"
"9070","6"
"9071","6"
"9072","3"
"9073","6"
"9074","15"
"9075","4"
"9076","10"
"9077","1"
"9078","0"
"9079","4"
"9080","2"
"9081","1"
"9082","1"
"9083","2"
"9084","2"
"9085","5"
"9086","1"
"9087","4"
"9088","10"
"9089","1"
"9090","6"
"9091","7"
"9092","7"
"9093","0"
"9094","4"
"9095","12"
"9096","1"
"9097","4"
"9098","3"
"9099","1"
"9100","1"
"9101","0"
"9102","8"
"9103","0"
"9104","8"
"9105","5"
"9106","8"
"9107","0"
"9108","2"
"9109","11"
"9110","11"
"9111","1"
"9112","10"
"9113","14"
"9114","1"
"9115","7"
"9116","15"
"9117","7"
"9118","1"
"9119","9"
"9120","9"
"9121","5"
"9122","3"
"9123","0"
"9124","0"
"9125","5"
"9126","12"
"9127","5"
"9128","4"
"9129","1"
"9130","5"
"9131","10"
"9132","9"
"9133","4"
"9134","5"
"9135","1"
"9136","9"
"9137","11"
"9138","6"
"9139","2"
"9140","12"
"9141","8"
"9142","0"
"9143","0"
"9144","1"
"9145","14"
"9146","0"
"9147","9"
"9148","7"
"9149","14"
